material_id,formula,band_gap_eV,e_above_hull_eV,n_atoms,volume_A3,atomic_density,mean_mass_amu,max_mass_amu,min_mass_amu,std_mass_amu,mean_eneg,std_eneg,n_elements,emt_energy_per_atom
mp-1204520,AgB10P2H40C15NCl2O3,1.9977,0.2992,296,3323.7149,0.089057,8.5311,107.8682,1.008,14.2465,2.333,0.3292,8,
mp-703539,AgB11H6CBr6,3.2973,0.0,100,1803.5743,0.055445,28.9704,107.8682,1.008,34.8695,2.3152,0.38,5,
mp-1194753,AgB3O5,2.3274,0.0182,36,333.2853,0.108016,24.477,107.8682,10.81,29.5782,2.8056,0.71,3,
mp-1194697,AgB5H6N2Cl5,2.7748,0.1721,152,2649.3255,0.057373,19.6437,107.8682,1.008,24.6771,2.4847,0.4963,5,
mp-12021,AgBF4,3.157,0.0,24,280.3555,0.085606,32.4453,107.8682,10.81,33.8624,3.315,0.941,3,
mp-24058,AgBH2OF4,3.044,0.0,72,777.8112,0.092567,23.6319,107.8682,1.008,30.6013,3.0811,0.902,5,
mp-759882,AgBH8C4(N2F)4,3.7801,0.1741,52,563.9405,0.092208,13.9552,107.8682,1.008,19.8915,2.7696,0.6346,6,
mp-1215142,AgBHC12(NF2)9,3.4749,0.2328,168,2234.3889,0.075188,17.4251,107.8682,1.008,14.6342,3.2326,0.6929,6,
mp-559803,AgBO2,1.1471,0.01,128,1512.5555,0.084625,37.6691,107.8682,10.81,40.5848,2.7125,0.7285,3,
mp-559834,AgBTe4C(OF4)5,2.5132,0.0853,128,2114.7619,0.060527,34.4079,127.6,10.81,38.5833,3.4912,0.7492,6,
mp-557494,AgBTe4C2(O3F10)2,2.8863,0.161,136,2348.5418,0.057908,33.2077,127.6,10.81,37.741,3.4621,0.744,6,
mp-1195262,AgBi(IO3)4,2.4068,0.0,72,1177.9533,0.061123,56.4697,208.9804,15.999,60.2772,3.1039,0.5108,4,
mp-556434,AgBi(PS3)2,1.1838,0.0,20,457.3325,0.043732,57.1156,208.9804,30.9738,55.4727,2.381,0.2538,4,
mp-569126,AgBi(PSe3)2,1.3072,0.0,20,566.7127,0.035291,85.2622,208.9804,30.9738,46.8499,2.363,0.2398,4,
mp-1192345,AgBi(WO4)2,2.9795,0.0141,24,337.6117,0.071088,67.7101,208.9804,15.999,76.3406,3.0158,0.6103,4,
mp-28965,AgBi2F12,0.4001,0.0,15,221.1208,0.067836,50.254,208.9804,18.9984,66.0457,3.582,0.7962,3,
mp-558368,AgBi2S3Cl,0.7834,0.0098,14,336.5259,0.041602,93.9227,208.9804,32.06,77.0631,2.41,0.4112,4,
mp-569939,AgBi2Se3Cl,0.5505,0.1997,14,370.8207,0.037754,114.0274,208.9804,35.45,63.168,2.3971,0.4062,4,
mp-1215004,AgBi2WO8,0.1379,0.1492,24,353.2971,0.067931,69.8051,208.9804,15.999,79.7669,2.9875,0.6469,4,
mp-1229202,AgBi3PbS6,0.3103,0.0202,22,565.6213,0.038895,103.1245,208.9804,32.06,82.4465,2.3455,0.2731,4,
mp-23474,AgBi3S5,0.5262,0.0,18,448.8682,0.040101,99.4566,208.9804,32.06,80.8075,2.3211,0.2906,3,
mp-35909,AgBiI4,0.9912,0.0416,12,505.9849,0.023716,137.4111,208.9804,107.8682,32.7529,2.4317,0.324,3,
mp-996965,AgBiO2,0.7818,0.0452,8,151.6738,0.052745,87.2117,208.9804,15.999,79.6819,2.7075,0.7332,3,
mp-996968,AgBiO2,1.6897,0.0363,8,150.5197,0.053149,87.2117,208.9804,15.999,79.6819,2.7075,0.7332,3,
mp-996969,AgBiO2,1.4247,0.0025,8,142.2409,0.056243,87.2117,208.9804,15.999,79.6819,2.7075,0.7332,3,
mp-996970,AgBiO2,1.2491,0.0262,8,152.8003,0.052356,87.2117,208.9804,15.999,79.6819,2.7075,0.7332,3,
mp-996982,AgBiO2,0.9564,0.0451,4,75.8226,0.052755,87.2117,208.9804,15.999,79.6819,2.7075,0.7332,3,
mp-1229121,AgBiPbS3,0.0683,0.04,6,145.9269,0.041116,103.3714,208.9804,32.06,78.7505,2.3367,0.2718,4,
mp-29678,AgBiS2,0.4913,0.0189,4,90.4699,0.044214,95.2422,208.9804,32.06,72.5944,2.2775,0.3042,3,
mp-675977,AgBiS2,0.3166,0.0468,8,182.5123,0.043833,95.2422,208.9804,32.06,72.5944,2.2775,0.3042,3,
mp-1172905,AgBiS2,0.4918,0.0168,12,271.2521,0.044239,95.2421,208.9804,32.06,72.5944,2.2775,0.3042,3,
mp-1173060,AgBiS2,0.23,0.0473,8,182.2889,0.043886,95.2422,208.9804,32.06,72.5944,2.2775,0.3042,3,
mp-556094,AgBiSCl2,1.0752,0.0,10,251.0431,0.039834,83.9617,208.9804,32.06,68.7048,2.57,0.5307,4,
mp-27916,AgBiSe2,0.1858,0.0048,12,297.7372,0.040304,118.6977,208.9804,78.971,53.4431,2.2625,0.2893,3,
mp-23231,AgBr,0.7304,0.0,2,48.3839,0.041336,93.8861,107.8682,79.904,13.9821,2.445,0.515,2,
mp-570301,AgBr,0.699,0.072,4,99.8543,0.040058,93.8861,107.8682,79.904,13.9821,2.445,0.515,2,
mp-866291,AgBr,1.1708,0.0305,2,60.7366,0.032929,93.8861,107.8682,79.904,13.9821,2.445,0.515,2,
mp-1060967,AgBr,0.1257,0.2521,2,46.8143,0.042722,93.8861,107.8682,79.904,13.9821,2.445,0.515,2,
mp-2034510,AgBr,1.2442,0.0003,4,96.7602,0.041339,93.8861,107.8682,79.904,13.9821,2.445,0.515,2,
mp-997048,AgBrO2,0.2785,0.151,8,195.1911,0.040985,54.9425,107.8682,15.999,40.179,2.9425,0.6165,3,
mp-1178562,AgBrO3,2.383,0.0017,5,77.2651,0.064712,47.1538,107.8682,15.999,39.168,3.042,0.5863,3,
mp-755991,AgBrO4,1.0812,0.079,24,370.8582,0.064715,41.9614,107.8682,15.999,37.5933,3.1083,0.5554,3,
mp-756139,AgBrO4,0.6698,0.0414,24,375.3378,0.063942,41.9614,107.8682,15.999,37.5933,3.1083,0.5554,3,
mp-756342,AgBrO4,0.8911,0.0569,12,175.8197,0.068252,41.9614,107.8682,15.999,37.5933,3.1083,0.5554,3,
mp-567459,AgC2N3,3.7361,0.2276,24,382.6247,0.062725,28.9852,107.8682,12.011,35.2888,2.6917,0.405,3,0.284947
mp-616521,AgC2N3,3.5741,0.2318,18,270.0179,0.066662,28.9852,107.8682,12.011,35.2888,2.6917,0.405,3,0.277541
mp-1214977,AgC4(BrO)2,2.5782,0.4178,36,634.9255,0.0567,38.6354,107.8682,12.011,36.6054,2.77,0.4557,4,
mp-29672,AgC4N3,3.4634,0.3495,16,276.2544,0.057918,24.7416,107.8682,12.011,31.4325,2.6562,0.3561,3,0.296653
mp-561205,AgC4OF9,2.3671,0.1733,60,797.3368,0.075251,22.8598,107.8682,12.011,22.9179,3.426,0.7335,4,
mp-9519,AgCN,3.6601,0.3442,3,71.7779,0.041796,44.6287,107.8682,12.011,44.7245,2.5067,0.4542,3,0.47444
mp-6781,AgCNO,3.0653,0.244,8,141.1266,0.056687,37.4713,107.8682,12.011,40.6681,2.74,0.564,4,0.370327
mp-5282,AgCO2,2.3433,0.2215,16,224.7391,0.071194,37.9693,107.8682,12.011,40.389,2.84,0.6388,3,0.350303
mp-1182953,AgCO2,1.976,0.2464,16,215.7086,0.074174,37.9693,107.8682,12.011,40.389,2.84,0.6388,3,0.321159
mp-1188917,AgCS(OF)3,2.7068,0.1527,18,288.2344,0.062449,28.5479,107.8682,12.011,28.5259,3.2578,0.6982,5,
mp-1200256,AgCS2(O2F)3,3.306,0.1579,52,783.3347,0.066383,25.9222,107.8682,12.011,24.3668,3.2477,0.6168,5,
mp-6050,AgCSN,2.6855,0.1668,16,326.0146,0.049078,41.4866,107.8682,12.011,39.113,2.525,0.3946,4,
mp-562550,AgCSN,2.2825,0.1548,16,345.364,0.046328,41.4866,107.8682,12.011,39.113,2.525,0.3946,4,
mp-22922,AgCl,0.9522,0.0,2,42.6306,0.046915,71.6591,107.8682,35.45,36.2091,2.545,0.615,2,
mp-570687,AgCl,0.872,0.0113,4,87.5956,0.045664,71.6591,107.8682,35.45,36.2091,2.545,0.615,2,
mp-570858,AgCl,0.4439,0.0285,4,81.5877,0.049027,71.6591,107.8682,35.45,36.2091,2.545,0.615,2,
mp-726265,AgCl,0.602,0.1367,2,40.494,0.04939,71.6591,107.8682,35.45,36.2091,2.545,0.615,2,
mp-1536202,AgCl,1.423,0.0004,4,85.2095,0.046943,71.6591,107.8682,35.45,36.2091,2.545,0.615,2,
mp-22959,AgClO2,0.963,0.2639,16,272.257,0.058768,43.8291,107.8682,15.999,37.8161,2.9925,0.624,3,
mp-552169,AgClO2,0.9119,0.4007,8,164.6736,0.048581,43.829,107.8682,15.999,37.8161,2.9925,0.624,3,
mp-997016,AgClO2,0.8647,0.2364,8,185.3982,0.04315,43.829,107.8682,15.999,37.8161,2.9925,0.624,3,
mp-1079156,AgClO2,0.9151,0.4423,8,189.7825,0.042154,43.829,107.8682,15.999,37.8161,2.9925,0.624,3,
mp-27941,AgClO3,2.3983,0.0383,20,307.0636,0.065133,38.263,107.8682,15.999,35.6086,3.082,0.5861,3,
mp-775761,AgClO3,2.925,0.0316,20,291.0597,0.068714,38.263,107.8682,15.999,35.6086,3.082,0.5861,3,
mp-776199,AgClO3,3.1131,0.0486,20,309.0459,0.064715,38.263,107.8682,15.999,35.6086,3.082,0.5861,3,
mp-1178561,AgClO3,2.7117,0.0928,5,76.8441,0.065067,38.263,107.8682,15.999,35.6086,3.082,0.5861,3,
mp-22993,AgClO4,2.613,0.0,6,81.3898,0.073719,34.5524,107.8682,15.999,33.5483,3.1417,0.5514,3,
mp-551758,AgClO4,2.3744,0.1166,6,99.0179,0.060595,34.5524,107.8682,15.999,33.5483,3.1417,0.5514,3,
mp-1101933,AgClO4,2.8481,0.0437,12,170.6648,0.070313,34.5524,107.8682,15.999,33.5483,3.1417,0.5514,3,
mp-1191267,AgClO4,2.6793,0.0255,24,334.4613,0.071757,34.5524,107.8682,15.999,33.5483,3.1417,0.5514,3,
mp-2903321,AgClO4,3.2945,0.0077,12,165.2041,0.072637,34.5524,107.8682,15.999,33.5483,3.1417,0.5514,3,
mp-18536,AgF3,0.4498,0.0,24,334.3818,0.071774,41.2159,107.8682,18.9984,38.4818,3.4675,0.8877,2,
mp-1245460,AgGe2N3,0.5654,0.1688,12,151.4071,0.079256,49.1915,107.8682,14.007,37.0934,2.5117,0.529,3,
mp-1246590,AgGe2N3,0.7466,0.2695,18,211.4157,0.08514,49.1915,107.8682,14.007,37.0934,2.5117,0.529,3,
mp-1096804,AgH,0.8512,0.1209,4,46.6141,0.085811,54.4381,107.8682,1.008,53.4301,2.065,0.135,2,3.704519
mp-1197263,AgH10Rh(N3O5)2,2.1426,0.1688,112,1198.6306,0.09344,16.6031,107.8682,1.008,25.5326,2.8161,0.5689,5,
mp-560182,AgH11C4(SO)3,3.4244,0.223,88,1051.4143,0.083697,14.1444,107.8682,1.008,23.0353,2.4723,0.4252,5,
mp-1196463,AgH12C4S2N5O3,2.863,0.2778,108,1259.6752,0.085736,12.9689,107.8682,1.008,20.6274,2.5633,0.4484,6,
mp-698405,AgH12C4S5N,1.8217,0.0829,46,623.2417,0.073808,14.8833,107.8682,1.008,23.2804,2.3683,0.2413,5,
mp-1200633,AgH12C4Se5N,1.238,0.1481,46,686.2462,0.067031,25.0813,107.8682,1.008,35.5909,2.3617,0.2358,5,
mp-1215103,AgH12C6N13O3,3.1463,0.2114,70,815.7549,0.08581,12.0605,107.8682,1.008,17.518,2.6706,0.4422,5,0.525973
mp-560619,AgH12C6N5O3,2.9095,0.4173,108,991.5285,0.108923,11.4838,107.8682,1.008,19.9086,2.5611,0.4484,5,0.329206
mp-1203884,AgH12N4F,3.4709,0.0949,72,673.9234,0.106837,10.8328,107.8682,1.008,24.3598,2.4706,0.5135,4,
mp-1200476,AgH14C3S3N6ClO,3.0284,0.1047,58,690.4716,0.084001,13.4374,107.8682,1.008,20.8605,2.5159,0.4014,7,
mp-1200682,AgH18C4S4BrN8O,3.103,0.0955,148,1935.1872,0.076478,13.7907,107.8682,1.008,21.7577,2.5073,0.3823,7,
mp-1199390,AgH20S6N5O9,3.2499,0.0733,164,1788.2462,0.09171,13.0345,107.8682,1.008,18.5721,2.6237,0.5167,5,
mp-1202475,AgH24C9S3N6ClO4,3.2911,0.3437,96,1079.3782,0.08894,10.8297,107.8682,1.008,16.9988,2.5121,0.4143,7,
mp-1205035,AgH28S8Br2(N3O4)3,0.0292,0.2867,120,1524.085,0.078736,14.5072,107.8682,1.008,20.3576,2.6455,0.5046,6,
mp-707277,AgH2C2N3O,3.2954,0.2465,72,867.1551,0.08303,21.3251,107.8682,1.008,31.0516,2.6656,0.4739,5,0.468692
mp-1215075,AgH2C7O3F5,2.8327,0.2684,72,961.6587,0.074871,18.7195,107.8682,1.008,22.2517,3.0222,0.7156,5,
mp-1192660,AgH2CS2N,1.9585,0.0751,28,409.3815,0.068396,28.5746,107.8682,1.008,34.4719,2.44,0.3352,5,
mp-24053,AgH2ClO5,2.8242,0.002,72,901.7023,0.079849,25.0366,107.8682,1.008,30.7908,2.9656,0.6153,4,
mp-697268,AgH2SNO3,2.8033,0.1249,64,776.8355,0.082386,25.4935,107.8682,1.008,32.4618,2.7837,0.5926,5,
mp-1205047,AgH36C15S3N6Cl,3.46,0.1065,248,2728.9334,0.090878,8.7096,107.8682,1.008,15.3719,2.3955,0.2876,6,
mp-849798,AgH36S8Br2(N3O4)3,3.1716,0.0917,136,1464.7739,0.092847,12.919,107.8682,1.008,19.611,2.5931,0.4952,6,
mp-1196199,AgH36S8I2(N3O4)3,3.1576,0.0995,136,1509.1341,0.090118,14.3014,126.9045,1.008,25.1565,2.5843,0.4913,6,
mp-1200371,AgH36S8N11O18,2.354,0.1461,148,1491.2547,0.099245,11.3878,107.8682,1.008,15.1854,2.6639,0.5294,5,
mp-1102571,AgH3BrN,2.4418,0.0697,12,184.0295,0.065207,34.1339,107.8682,1.008,43.2603,2.4217,0.4206,4,
mp-1193968,AgH3CN2,3.0174,0.1728,28,396.2407,0.070664,21.5596,107.8682,1.008,35.7002,2.4514,0.4078,4,0.686097
mp-707364,AgH3CN3O4,0.8278,0.4551,96,1141.0316,0.084134,19.0767,107.8682,1.008,27.4291,2.83,0.5553,5,0.482591
mp-769355,AgH3O2,1.0711,0.0954,48,473.9486,0.101277,23.815,107.8682,1.008,38.1829,2.5683,0.6237,3,0.838458
mp-1215034,AgH4C2S2N3,2.8954,0.069,48,684.0118,0.070174,20.1719,107.8682,1.008,28.4159,2.5092,0.3625,5,
mp-1201812,AgH4CSN2Cl,2.6044,0.0829,80,1093.7738,0.073141,21.9435,107.8682,1.008,31.0574,2.51,0.4137,6,
mp-643431,AgH4WS4N,1.7184,0.0209,11,196.7206,0.055917,39.817,183.84,1.008,54.1924,2.4045,0.2894,5,
mp-24072,AgH5S2O9,3.5225,0.0,68,778.0262,0.087401,18.8835,107.8682,1.008,24.1783,2.8853,0.6047,4,
mp-1202721,AgH6C2N5O4,1.992,0.4624,72,794.3205,0.090644,15.1094,107.8682,1.008,23.3639,2.7328,0.5211,5,0.515046
mp-698351,AgH6C4(NO)2,2.3857,0.2969,60,571.1656,0.105048,14.7981,107.8682,1.008,25.6102,2.5527,0.4607,5,0.347645
mp-1194934,AgH6CSN3,2.8858,0.0656,48,653.6085,0.073438,16.6674,107.8682,1.008,28.9666,2.4483,0.3782,5,
mp-1204011,AgH7CN8O7,2.2768,0.4494,96,1082.156,0.088712,14.6243,107.8682,1.008,20.4281,2.845,0.5252,5,0.473607
mp-1202066,AgH8C2S2BrN4,2.9647,0.024,144,2057.447,0.06999,18.8892,107.8682,1.008,28.6113,2.495,0.3682,6,
mp-1200006,AgH8C3S2NO3,2.8782,0.4148,288,3488.6033,0.082555,15.4494,107.8682,1.008,24.4948,2.5389,0.4702,6,
mp-759408,AgH8C4N8F,3.8125,0.2157,44,462.662,0.095102,13.4105,107.8682,1.008,21.5267,2.6377,0.4843,5,
mp-605808,AgH8C4S3(OF)3,3.4096,0.3335,176,2271.2702,0.07749,16.5977,107.8682,1.008,22.4564,2.715,0.6494,6,
mp-559423,AgH8C5S2O2F3,3.2201,0.241,84,1078.1315,0.077913,15.6714,107.8682,1.008,22.7386,2.679,0.645,6,
mp-605676,AgH8C7S2O2F7,3.1685,0.2593,108,1345.1099,0.080291,15.8932,107.8682,1.008,20.1179,2.8622,0.7362,6,
mp-769295,AgH8O5,0.3087,0.0794,56,529.7357,0.105713,13.9948,107.8682,1.008,26.9676,2.6236,0.6123,3,0.784114
mp-1201826,AgH9C2(NO)2,3.2949,0.1102,64,625.8254,0.102265,12.5609,107.8682,1.008,25.3884,2.4869,0.4669,5,0.59509
mp-555250,AgH9C7S2(OF)4,3.1297,0.2529,54,647.1981,0.083437,15.0047,107.8682,1.008,20.275,2.7563,0.6579,6,
mp-769296,AgH9O5,2.0934,0.0787,60,574.5455,0.10443,13.129,107.8682,1.008,26.2538,2.5953,0.6009,3,0.819861
mp-1195948,AgHPbC2SN2O,3.1753,0.3413,36,664.1713,0.054203,46.2412,207.2,1.008,64.3677,2.6289,0.4438,7,
mp-558188,AgHg2AsO4,0.7441,0.0,32,535.8942,0.059713,80.9962,200.592,15.999,76.0459,2.7337,0.7093,4,
mp-560443,AgHg2NO5,0.5517,0.0,36,575.0278,0.062606,67.006,200.592,14.007,76.8676,2.9078,0.6698,4,
mp-556798,AgHg2PO4,1.1892,0.0,32,526.9385,0.060728,75.5027,200.592,15.999,77.8522,2.735,0.7083,4,
mp-567890,AgHg3As2Cl3,0.8021,0.005,54,1490.5321,0.036229,107.3153,200.592,35.45,69.6774,2.4189,0.5299,4,
mp-12362,AgHg3SbO6,0.7201,0.0041,22,362.1805,0.060743,84.3089,200.592,15.999,80.0684,2.7836,0.7195,4,
mp-6215,AgHgAsS3,1.1993,0.0,12,272.7715,0.043993,79.927,200.592,32.06,60.8818,2.3083,0.2817,4,
mp-560067,AgHgSBr,1.2696,0.0,16,456.9258,0.035017,105.106,200.592,32.06,61.433,2.3675,0.4251,4,
mp-23140,AgHgSI,1.3679,0.0,16,476.0282,0.033611,116.8562,200.592,32.06,59.9663,2.2925,0.3296,4,
mp-558446,AgHgSI,1.1459,0.0011,16,471.5956,0.033927,116.8562,200.592,32.06,59.9663,2.2925,0.3296,4,
mp-22894,AgI,1.3955,0.0026,4,141.9508,0.028179,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-22919,AgI,0.7684,0.095,2,58.6927,0.034076,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-22925,AgI,1.3674,0.0024,2,70.7105,0.028284,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-567809,AgI,1.5986,0.0064,4,132.8636,0.030106,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-568927,AgI,0.8611,0.1056,4,116.5523,0.034319,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-580941,AgI,1.3759,0.0,8,268.4034,0.029806,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-684580,AgI,1.3143,0.0039,2,73.2755,0.027294,117.3863,126.9045,107.8682,9.5181,2.295,0.365,2,
mp-1194592,AgI3O8,2.2938,0.0,48,822.4674,0.058361,51.3811,126.9045,15.999,50.2637,3.1192,0.4891,3,
mp-1195485,AgI3O8,2.2796,0.0004,48,820.9438,0.058469,51.3811,126.9045,15.999,50.2637,3.1192,0.4891,3,
mp-27384,AgIO3,2.4375,0.0,40,626.0776,0.06389,56.5539,126.9045,15.999,50.0329,2.982,0.6066,3,
mp-849271,AgIO3,1.9765,0.0275,20,331.9799,0.060245,56.5539,126.9045,15.999,50.0329,2.982,0.6066,3,
mp-1202188,AgIO3,1.8079,0.0109,40,589.652,0.067837,56.5539,126.9045,15.999,50.0329,2.982,0.6066,3,
mp-30037,AgIO4,0.1108,0.0614,12,180.1392,0.066615,49.7948,126.9045,15.999,48.1093,3.0583,0.5794,3,
mp-14973,AgMo2P3O13,2.0243,0.006,76,1053.983,0.072107,31.6146,107.8682,15.999,30.1435,3.0284,0.6081,4,
mp-17427,AgMo3(PO7)2,1.9584,0.0124,40,548.4461,0.072933,34.0826,107.8682,15.999,32.8059,3.0475,0.6016,4,
mp-19467,AgMo3P3O16,1.5694,0.0188,46,646.5212,0.07115,32.3749,107.8682,15.999,31.0128,3.0443,0.6001,4,
mp-603946,AgMo4H22C8(NO5)3,2.1441,0.2434,106,1126.3074,0.094113,16.829,107.8682,1.008,27.1458,2.6432,0.5465,6,
mp-680482,AgMo6Br13,2.0137,0.0116,40,1198.9462,0.033363,86.116,107.8682,79.904,8.8178,2.6685,0.4001,3,
mp-1214988,AgMo6Cl13,2.6358,0.0,40,988.5231,0.040464,57.2209,107.8682,35.45,29.7712,2.7985,0.4949,3,
mp-1229143,AgMoAsO6,2.019,0.0157,36,504.1317,0.07141,41.6371,107.8682,15.999,37.1007,2.99,0.6398,4,
mp-1103149,AgMoH4S4N,1.3256,0.0417,11,200.269,0.054926,31.827,107.8682,1.008,35.6894,2.3864,0.2978,5,
mp-14029,AgMoPO6,2.0962,0.0,72,966.4893,0.074496,36.754,107.8682,15.999,35.2443,2.9911,0.6384,4,
mp-2247,AgN3,1.5736,0.3542,8,115.1643,0.069466,37.4723,107.8682,14.007,40.6431,2.7625,0.4806,2,0.268301
mp-571297,AgN3,1.6315,0.3742,8,102.3079,0.078195,37.4723,107.8682,14.007,40.6431,2.7625,0.4806,2,0.256137
mp-2355479,AgN3,1.5918,0.3504,8,116.1894,0.068853,37.4723,107.8682,14.007,40.6431,2.7625,0.4806,2,0.270656
mp-644729,AgN3O4,1.9626,0.2418,64,833.4287,0.076791,26.7356,107.8682,14.007,30.6791,3.1013,0.4799,3,0.271433
